URL,Film Name,Screening type,Date,Time,Venue,City
https://festival.sundance.org/program/film/656a019efac9f4f21ec041a5,Brief History of a Family,Premiere,Jan 19,3:30 PM MST,Prospector Square Theatre,Park City
https://festival.sundance.org/program/film/656a019efac9f4f21ec041a5,Brief History of a Family,Screening,Jan 20,2:45 PM MST,Redstone Cinemas - 2,Park City
https://festival.sundance.org/program/film/656a019efac9f4f21ec041a5,Brief History of a Family,Screening,Jan 21,6:00 PM MST,Megaplex Theatres at The Gateway - Theater 8/9,Salt Lake City
https://festival.sundance.org/program/film/656a019efac9f4f21ec041a5,Brief History of a Family,Screening,Jan 25,5:30 PM MST,Redstone Cinemas - 1,Park City
https://festival.sundance.org/program/film/6569fa7ffac9f4f43fc033f9,Conbody VS Everybody,Premiere,Jan 23,4:00 PM MST,Prospector Square Theatre,Park City
https://festival.sundance.org/program/film/6569fa7ffac9f4f43fc033f9,Conbody VS Everybody,Screening,Jan 26,12:00 PM MST,Redstone Cinemas - 7,Park City
https://festival.sundance.org/program/film/6569fa7ffac9f4f43fc033f9,Conbody VS Everybody,Screening,Jan 27,11:30 AM MST,Megaplex Theatres at The Gateway - Theater 8/9,Salt Lake City
https://festival.sundance.org/program/film/6569fa7ffac9f4f43fc033f9,Conbody VS Everybody,Screening,Jan 28,3:30 PM MST,Holiday Village Cinemas - 1,Park City
https://festival.sundance.org/program/film/656a039efac9f485fbc04459,Daughters,Premiere,Jan 22,12:15 PM MST,The Ray Theatre,Park City
https://festival.sundance.org/program/film/656a039efac9f485fbc04459,Daughters,Screening,Jan 23,2:00 PM MST,Redstone Cinemas - 1,Park City
https://festival.sundance.org/program/film/656a039efac9f485fbc04459,Daughters,Screening,Jan 25,5:30 PM MST,Megaplex Theatres at The Gateway - Theater 6,Salt Lake City
https://festival.sundance.org/program/film/656a039efac9f485fbc04459,Daughters,Screening,Jan 26,4:30 PM MST,Library Center Theatre,Park City
https://festival.sundance.org/program/film/6569ff57fac9f47e28c03bfb,Desire Lines,Premiere,Jan 22,3:30 PM MST,Egyptian Theatre,Park City
https://festival.sundance.org/program/film/6569ff57fac9f47e28c03bfb,Desire Lines,Screening,Jan 23,2:30 PM MST,Redstone Cinemas - 2,Park City
https://festival.sundance.org/program/film/6569ff57fac9f47e28c03bfb,Desire Lines,Screening,Jan 25,8:30 PM MST,Megaplex Theatres at The Gateway - Theater 6,Salt Lake City
https://festival.sundance.org/program/film/6569ff57fac9f47e28c03bfb,Desire Lines,Screening,Jan 26,4:15 PM MST,Holiday Village Cinemas - 2,Park City
https://festival.sundance.org/program/film/6569fd84fac9f4f1e9c039ed,DEVO,Premiere,Jan 21,10:00 PM MST,Library Center Theatre,Park City
